ID,gameName,score,releaseDate,developer,publisher
app_268125,Liquid Rhythm Push Control,NA, 5 May 2014,WaveDNA,WaveDNA
app_268200,Antisquad,NA, 22 May 2014,InsGames,InsGames
app_268240,Mechanic Escape,NA, 15 Apr 2014,Slak Games,Slak Games
app_268260,Let's Sing,NA, 13 Feb 2014,Voxler Games,Voxler Games
app_268290,SONAR X3 Producer,NA, 18 Dec 2013,Cakewalk,Cakewalk
app_268291,SONAR X3 Studio,NA, 18 Dec 2013,Cakewalk,Cakewalk
app_268296,ProChannel Module Channel Compressor,NA, 14 Feb 2014,Cakewalk,Cakewalk
app_268297,ProChannel Module Expander/Gate,NA, 14 Feb 2014,Cakewalk,Cakewalk
app_268360,Krautscape,NA, 31 Mar 2014,Mario von RickenbachPlayables LLC,Mario von RickenbachPlayables LLC
app_268400,Panzer Corps,80, 10 Jul 2011,Flashback GamesThe Lordz Games Studio,Flashback GamesThe Lordz Games Studio
app_268520,Orc Attack: Flatulent Rebellion,NA, 15 May 2014,Casual Brothers,Casual Brothers
app_268540,The Whispered World Special Edition,NA, 6 May 2014,Daedalic Entertainment,Daedalic Entertainment
app_268610,RPG Maker: High Fantasy: The Deep,NA, 13 Dec 2013,Degica,Degica
app_268611,RPG Maker: High Fantasy Main Party Pack II,NA, 13 Dec 2013,Enterbrain,Enterbrain
app_268612,RPG Maker: Gyrowolf's Music Resource Pack 001,NA, 13 Dec 2013,Degica,Degica
app_268613,RPG Maker: Zonderland,NA, 13 Dec 2013,Degica,Degica
app_268750,Magicite,NA, 9 Jun 2014,SmashGames,SmashGames
app_268810,Paranormal State: Poison Spring,NA, 26 Nov 2013,Teyon,Teyon
app_268830,Doctor Who: The Adventure Games,NA, 31 Oct 2011,Sumo Digital,Sumo Digital
app_268890,Masters of the World - Geopolitical Simulator 3,NA, 5 Feb 2014,Eversim,Eversim
app_26900,Crayon Physics Deluxe,79, 7 Jan 2009,Kloonigames,Kloonigames
app_269010,Science Girls,NA, 28 May 2009,Spiky Caterpillar,Spiky Caterpillar
app_269030,The Yawhg,66, 30 May 2013,Damian SommerEmily Carroll,Damian SommerEmily Carroll
app_269050,Year Walk,87, 6 Mar 2014,Simogo,Simogo
app_269110,Super Motherload,NA, 15 Nov 2013,XGen Studios,XGen Studios
app_269150,Luxuria Superbia,NA, 5 Nov 2013,Tale of Tales,Tale of Tales
app_269210,Hero Siege,NA, 18 Dec 2013,Elias ViglioneJussi Kukkonen,Elias ViglioneJussi Kukkonen
app_269230,Aces Wild: Manic Brawling Action!,NA, 8 Aug 2013,Culture Attack StudioTyler Doak,Culture Attack StudioTyler Doak
app_269250,WORLD END ECONOMiCA episode.01,NA, 5 May 2014,Spicy Tails,Spicy Tails
app_269270,Love,NA, 7 Feb 2014,Fred Wood,Fred Wood
app_269290,liteCam Game: 100 FPS Game Capture,NA, 24 Feb 2014,"RSUPPORT Co., Ltd.","RSUPPORT Co., Ltd."
app_269310,Infectonator : Survivors,NA, 14 Apr 2014,Toge Productions,Toge Productions
app_269330,Chronology,NA, 12 May 2014,osao games,osao games
app_269350,Montas,NA, 24 Mar 2014,Organic Humans,Organic Humans
app_269370,Reaper - Tale of a Pale Swordsman,NA, 7 Feb 2014,Hexage,Hexage
app_269430,Burning Cars,NA, 31 Jan 2014,Polynetix Studio,Polynetix Studio
app_269450,MindTex,NA, 22 Jan 2014,Frozen Flame,Frozen Flame
app_269470,MorphVOX Pro - Voice Changer,NA, 13 Feb 2014,Screaming Bee,Screaming Bee
app_269490,Bardbarian,NA, 1 Apr 2014,TreeFortress Games,TreeFortress Games
app_269570,GTGD S1: More Than a Gamer,NA, 13 Feb 2014,GTGD,GTGD
app_269610,Arcane Worlds,NA, 28 Jan 2014,Ranmantaru Games,Ranmantaru Games
app_269650,Dex,NA, 13 Aug 2014,Dreadlocks Ltd.,Dreadlocks Ltd.
app_269730,The Golf Club,69, 19 Aug 2014,HB Studios,HB Studios
app_269790,DreadOut,56, 15 May 2014,Digital Happiness,Digital Happiness
app_269810,Spate,NA, 27 Mar 2014,Eric Provan - Ayyo Games,Eric Provan - Ayyo Games
app_269890,AR-K,NA, 21 Jul 2014,Gato Salvaje S.L.,Gato Salvaje S.L.
app_2700,RollerCoaster Tycoon 3: Platinum,81, 26 Oct 2006,FrontierAspyr (Mac),FrontierAspyr (Mac)
app_27000,The Path,79, 18 Mar 2009,Tale of Tales,Tale of Tales
app_270050,Quest of Dungeons,NA, 25 Mar 2014,David Amador,David Amador
app_270110,Block StoryTM,NA, 25 Apr 2014,"MindBlocks Studio, LLC","MindBlocks Studio, LLC"
app_27020,The Graveyard,NA, 21 Mar 2008,Tale of Tales,Tale of Tales
app_270210,Melody's Escape,NA, 26 Feb 2014,Icetesy SPRL,Icetesy SPRL
app_270310,Dominique Pamplemousse,NA, 11 Mar 2014,Deirdra Kiai Productions,Deirdra Kiai Productions
app_270330,Ku: Shroud of the Morrigan,NA, 17 Mar 2014,bitSmith Games,bitSmith Games
app_270430,Cypress Inheritance: The Beginning,NA, 10 Mar 2014,Cypress Inheritance LLC,Cypress Inheritance LLC
app_270450,Robot Roller-Derby Disco Dodgeball,NA, 28 Mar 2014,Erik Asmussen,Erik Asmussen
app_27050,Fatale,NA, 4 Nov 2009,Tale of Tales,Tale of Tales
app_270510,EPOCH,NA, 5 Jun 2014,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
app_270550,Yet Another Zombie Defense,NA, 28 Mar 2014,Awesome Games Studio,Awesome Games Studio
app_270630,Haunt the House: Terrortown,NA, 6 Jun 2014,SFB Games,SFB Games
app_270650,Scourge: Outbreak - Blindside PvP Map pack,NA, 2 Apr 2014,Tragnarion Studios,Tragnarion Studios
app_270700,Loren The Amazon Princess - The Castle Of N'Mar DLC,NA, 15 Jan 2014,null,Tragnarion Studios
app_270750,Realms of Arkania 2 - Star Trail Classic,NA, 10 Jan 2014,attic Entertainment Software GmbH,attic Entertainment Software GmbH
app_270760,Realms of Arkania 3 - Shadows over Riva Classic,NA, 10 Jan 2014,attic Entertainment Software GmbH,attic Entertainment Software GmbH
app_270850,Car Mechanic Simulator 2014,NA, 24 Jan 2014,PlayWay S.A.Red Dot Games,PlayWay S.A.Red Dot Games
app_270930,Real World Racing: Amsterdam & Oakland,NA, 6 Feb 2014,Playstos,Playstos
app_270940,Axis Game Factory's AGFPRO Zombie FPS Player DLC,NA, 23 May 2014,Axis Game Factory,Axis Game Factory
app_270941,Axis Game Factory's AGFPRO Fantasy Side-Scroller Player,NA, 2 May 2014,Axis Game Factory,Axis Game Factory
app_270950,Ski Region Simulator - Gold Edition,NA, 16 Jan 2013,Giants Software,Giants Software
app_2710,Act of War: Direct Action,82, 14 Mar 2005,Eugen Systems,null
app_271010,Sound of the Human Tanks,NA, 10 Jan 2014,Yakiniku Banzai,Yakiniku Banzai
app_271090,War of the Roses Novel,NA, 15 Jan 2014,Fatshark,Fatshark
app_271100,Master Reboot Art Book and Soundtrack,NA, 19 Dec 2013,Wales Interactive,Wales Interactive
app_271370,Transport Giant,NA, 8 Jun 2004,United Independent Entertainment GmbH,United Independent Entertainment GmbH
app_271390,OMSI 2 - City Bus O305,NA, 12 Aug 2014,MR-Software GbRRolf Westphalen,MR-Software GbRRolf Westphalen
app_271400,Electronic Super Joy - Bonus Content Pack!,NA, 18 Dec 2013,Michael Todd Games,Michael Todd Games
app_271410,Rocksmith 2014  Aerosmith - Dream On,NA, 7 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271411,Rocksmith 2014  Aerosmith - Sweet Emotion,NA, 7 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271412,Rocksmith 2014  Aerosmith - Oh Yeah,NA, 7 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271413,Rocksmith 2014  Aerosmith - Legendary Child,NA, 7 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271414,Rocksmith 2014  Aerosmith - Same Old Song and Dance,NA, 7 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271415,Rocksmith 2014  Aerosmith Song Pack,NA, 7 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271416,Rocksmith 2014  System of a Down - B.Y.O.B.,NA, 28 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271417,Rocksmith 2014  System of a Down - Toxicity,NA, 28 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271418,Rocksmith 2014  System of a Down - Aerials,NA, 28 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271419,Rocksmith 2014  System of a Down Song Pack,NA, 28 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271420,Rocksmith 2014  9mm Parabellum Bullet - Atarashii Hikari,NA, 14 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271421,Rocksmith 2014  9mm Parabellum Bullet - Punishment,NA, 14 Jan 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271422,Rocksmith 2014  Kiss - Detroit Rock City,NA, 11 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271423,Rocksmith 2014  Kiss - I Was Made For Loving You,NA, 11 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271424,Rocksmith 2014  Kiss - Heavens On Fire,NA, 11 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271425,Rocksmith 2014  Kiss Song Pack,NA, 11 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271426,"Rocksmith 2014  R.E.M. - Whats the Frequency, Kenneth?",NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271427,Rocksmith 2014  R.E.M. - Uberlin,NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271428,Rocksmith 2014  R.E.M. - Everybody Hurts,NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271429,Rocksmith 2014  R.E.M. - The One I Love,NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271430,"Rocksmith 2014  R.E.M. - Shiny, Happy People",NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271431,Rocksmith 2014  R.E.M. Song Pack,NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271432,Rocksmith 2014  STRAIGHTENER - From Noon Till Dawn,NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271433,Rocksmith 2014  STRAIGHTENER - ROCKSTEADY,NA, 4 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271438,Rocksmith 2014  RIZE - PARADOX Taiso,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271439,Rocksmith 2014  ACIDMAN - Shinsekai,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271440,Rocksmith 2014  The Birthday - stupid,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271441,Rocksmith 2014  Boston - Hitch A Ride,NA, 4 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271442,Rocksmith 2014  Boston - Dont Look Back,NA, 4 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271443,Rocksmith 2014  Boston - Foreplay/Long Time,NA, 4 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271444,Rocksmith 2014  Boston Song Pack,NA, 4 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271445,Rocksmith 2014  The Doors - Light My Fire,NA, 25 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271446,Rocksmith 2014  The Doors - Riders on the Storm,NA, 25 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271447,Rocksmith 2014  The Doors - Roadhouse Blues,NA, 25 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271448,Rocksmith 2014  The Doors Song Pack,NA, 25 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271449,Rocksmith 2014  Rise Against - Prayer of the Refugee,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271450,Rocksmith 2014  Rise Against - Give It All,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271451,Rocksmith 2014  Rise Against - Make It Stop (Septembers Children),NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271452,Rocksmith 2014  Rise Against - Swing Life Away,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271453,Rocksmith 2014  Rise Against - Satellite,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271454,Rocksmith 2014  Rise Against Song Pack,NA, 18 Feb 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271455,Rocksmith 2014  Heart - Crazy On You,NA, 11 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271456,Rocksmith 2014  Halestorm - Love Bites (So Do I),NA, 11 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271457,Rocksmith 2014  Flyleaf - All Around Me,NA, 11 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271458,Rocksmith 2014  A Day To Remember - Its Complicated,NA, 18 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271459,Rocksmith 2014  A Day To Remember - The Downfall of Us All,NA, 18 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271460,Rocksmith 2014  A Day To Remember - All I Want,NA, 18 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271461,Rocksmith 2014  A Day To Remember - If It Means a Lot to You,NA, 18 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271462,Rocksmith 2014  A Day To Remember - All Signs Point to Lauderdale,NA, 18 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271463,Rocksmith 2014  A Day To Remember Song Pack,NA, 18 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271464,Rocksmith 2014  Matchbox Twenty - 3AM,NA, 25 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271465,Rocksmith 2014  Matchbox Twenty - Push,NA, 25 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271466,Rocksmith 2014  Matchbox Twenty - How Far Weve Come,NA, 25 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271467,Rocksmith 2014  Matchbox Twenty - Shes So Mean,NA, 25 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271468,Rocksmith 2014  Matchbox Twenty - Unwell,NA, 25 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271469,Rocksmith 2014  Matchbox Twenty Song Pack,NA, 25 Mar 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271470,Rocksmith 2014  AFI - Totalimmortal,NA, 1 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271471,Rocksmith 2014  AFI - Girls Not Grey,NA, 1 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271472,Rocksmith 2014  AFI - Miss Murder,NA, 1 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271473,Rocksmith 2014  AFI - Silver and Cold,NA, 1 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271474,Rocksmith 2014  AFI Song Pack,NA, 1 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271475,Rocksmith 2014  Bob Dylan - Just Like a Woman,NA, 8 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271476,Rocksmith 2014  Bob Dylan - Like a Rolling Stone,NA, 8 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271477,Rocksmith 2014  Bob Dylan - Subterranean Homesick Blues,NA, 8 Apr 2014,Ubisoft - San Franciscos,Ubisoft - San Franciscos
app_271478,Rocksmith 2014  Bob Dylan Song Pack,NA, 8 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271489,Rocksmith 2014  Garbage - Stupid Girl,NA, 15 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271490,Rocksmith 2014  Garbage - I Think Im Paranoid,NA, 15 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271491,Rocksmith 2014  Garbage - Only Happy When It Rains,NA, 15 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271492,Rocksmith 2014  Garbage Song Pack,NA, 15 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271497,Rocksmith 2014  Everclear - Father of Mine,NA, 22 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271498,Rocksmith 2014  Silverchair - Tomorrow,NA, 22 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271499,Rocksmith 2014  Spin Doctors - Two Princes,NA, 22 Apr 2014,Ubisoft - San Francisco,Ubisoft - San Francisco
app_271500,Sniper Art of Victory,NA, 16 Oct 2008,CI Games,CI Games
app_271550,Tribloos 2,NA, 12 Jan 2013,BumpkinBrothers,BumpkinBrothers
app_271570,Space Farmers,NA, 17 Apr 2014,BumpkinBrothers,BumpkinBrothers
app_271640,Humanity Asset,NA, 20 Feb 2014,Browny Application,Browny Application
app_271670,10 Second Ninja,72, 5 Mar 2014,GameDesignDan,GameDesignDan
app_271730,Light,49, 14 Jul 2014,Just A Pixel Ltd.,Just A Pixel Ltd.
app_271820,Card City Nights,NA, 14 Feb 2014,Ludosity,Ludosity
app_271850,Men of War: Assault Squad 2 - Deluxe Edition upgrade,NA, 16 May 2014,Digitalmindsoft,Digitalmindsoft
app_271860,Super Killer Hornet: Resurrection,NA, 5 Feb 2014,Flump Studios,Flump Studios
app_271900,Hexcells Plus,NA, 19 Feb 2014,Matthew Brown,Matthew Brown
app_271960,RPG Maker: JSM Futuristic Music Pack,NA, 31 Jan 2014,Degica,Degica
app_271961,RPG Maker: Tyler Warren First 50 Battler Pack,NA, 31 Jan 2014,Degica,Degica
app_271962,RPG Maker: Inspirational Vol. 2,NA, 31 Jan 2014,Degica,Degica
app_271964,RPG Maker: Rural Farm Tiles Resource Pack,NA, 28 Mar 2014,CeliannaDegica,CeliannaDegica
app_2720,ThreadSpace: Hyperbol,NA, 12 Jul 2007,Iocaine Studios,null
app_27200,Summer Athletics,NA, 4 Jul 2008,49 Games,49 Games
app_272010,Aveyond: Lord of Twilight,NA, 7 Feb 2014,"Amaranth Games, LLC","Amaranth Games, LLC"
app_272030,Shadowrun: Dragonfall,81, 27 Feb 2014,Harebrained Schemes,Harebrained Schemes
app_272040,KAMI,NA, 23 Jan 2014,State of Play Games,State of Play Games
app_272470,The Incredible Adventures of Van Helsing II,77, 22 May 2014,NeocoreGames,NeocoreGames
app_272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,NA, 15 Sep 2014,"CyberConnect2 Co., Ltd.","CyberConnect2 Co., Ltd."
app_272600,Detective Grimoire,NA, 18 Aug 2014,SFB Games,SFB Games
app_272670,Out of the Park Baseball 15,89, 24 Apr 2014,Out of the Park Developments,Out of the Park Developments
app_272680,Beat Hazard - Shadow Operations Unit,NA, 17 Apr 2014,Cold Beam Games,Cold Beam Games
app_272690,Blast Em! Source Code,NA, 22 Jan 2014,Xiotex Studios,Xiotex Studios
app_272700,Assassins Creed Liberation HD - Bonus Pack,NA, 15 Jan 2014,Ubisoft Sofia,Ubisoft Sofia
app_272710,The LEGO Movie - Videogame DLC - Wild West Pack,NA, 7 Feb 2014,TT FusionTraveller's Tales,TT FusionTraveller's Tales
app_272770,RaceRoom - DTM Experience 2013,NA, 6 Mar 2014,SimBin Studios AB,SimBin Studios AB
app_272890,Vertiginous Golf,NA, 7 Mar 2014,Kinelco & Lone Elk Creative,Kinelco & Lone Elk Creative
app_272990,GAUGE,NA, 23 May 2014,Etienne Perin,Etienne Perin
app_273030,Pro Rugby Manager 2015,NA, 18 Sep 2014,Cyanide,Cyanide
app_273070,The Last Federation,72, 18 Apr 2014,"Arcen Games, LLC","Arcen Games, LLC"
app_273240,Gunhound EX,NA, 1 May 2014,"Dracue, Co. ltd","Dracue, Co. ltd"
app_273290,SpellForce 2 - Demons of the Past - Soundtrack,NA, 16 Jan 2014,Nordic GamesMind Over Matter Studios,Nordic GamesMind Over Matter Studios
app_273300,Outlast: Whistleblower DLC,NA, 6 May 2014,Red Barrels,Red Barrels
app_273390,Substance Painter,NA, 6 Mar 2014,Allegorithmic,Allegorithmic
app_273500,Over 9000 Zombies!,NA, 2 Jul 2014,Loren Lemcke,Loren Lemcke
app_273520,Pinball FX2 - Super League  A.C. Milan Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273521,Pinball FX2 - Super League  Real Madrid C.F. Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273522,Pinball FX2 - Super League  A.S. Roma Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273523,Pinball FX2 - Super League  Liverpool F.C. Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273524,Pinball FX2 - Super League  Juventus Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273525,Pinball FX2 - Super League  Arsenal F.C.  Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273526,Pinball FX2 - Super League  FC Barcelona Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273527,Pinball FX2 - Super League  Zen Studios F.C. Table,NA, 19 Feb 2014,Zen Studios,Zen Studios
app_273540,Victory: The Age of Racing - Steam Founder Deluxe Pack Content,NA, 10 Feb 2014,Vae Victis Games,Vae Victis Games
app_273570,Descent,NA, 13 Feb 1995,Parallax,Parallax
app_273580,Descent 2,NA, 19 Feb 2014,Parallax,Parallax
app_273590,Descent 3,89, 15 Apr 2014,Outrage Entertainment,Outrage Entertainment
app_273600,Descent: FreeSpace  The Great War,NA, 7 May 2014,Volition Inc.,Volition Inc.
app_273620,Freespace 2,91, 6 Jun 2014,Volition Inc,Volition Inc
app_273670,Puddle Soundtrack,NA, 6 Feb 2014,Neko Entertainment,Neko Entertainment
app_273680,Poof Soundtrack,NA, 21 May 2014,Arkedo,Arkedo
app_273700,Wooden Sen'SeY Soundtrack,NA, 21 Feb 2014,Upper Byte Studio,Upper Byte Studio
app_273740,Extreme Roads USA,NA, 6 Jun 2014,United Independent Entertainment GmbH,United Independent Entertainment GmbH
app_273760,Towtruck Simulator 2015,NA, 11 Mar 2014,United Independent Entertainment GmbH,United Independent Entertainment GmbH
app_273770,Game Tycoon 1.5,NA, 11 Feb 2014,Sunlight Games,Sunlight Games
app_273820,Mining & Tunneling Simulator,NA, 5 Mar 2014,United Independent Entertainment GmbH,United Independent Entertainment GmbH
app_273940,Warehouse and Logistics Simulator,NA, 25 Feb 2014,app2fun,app2fun
app_27400,Dangerous High School Girls in Trouble!TM,81, 14 May 2008,Mousechief,Mousechief
app_274010,Ship Simulator: Maritime Search and Rescue,NA, 1 Jul 2014,Reality Twist GmbH,Reality Twist GmbH
app_274050,Democracy 3: Social Engineering,NA, 6 Feb 2014,Positech Games,Positech Games
app_274130,Rambo The Video Game,NA, 21 Feb 2014,Teyon,Teyon
app_274190,Broforce,NA, 7 Apr 2014,Free Lives,Free Lives
app_274250,OlliOlli,79, 22 Jul 2014,Roll7General Arcade,Roll7General Arcade
app_274310,Always Sometimes Monsters,73, 21 May 2014,Vagabond Dog,Vagabond Dog
app_274430,Space Hulk - Space Wolves Chapter,NA, 11 Mar 2014,Full Control Studios,Full Control Studios
app_274431,Space Hulk - Harbinger of Torment Campaign,NA, 19 May 2014,Full Control Studios,Full Control Studios
app_274450,The Powerpuff Girls: Defenders of Townsville,NA, 14 Mar 2014,Radiangames,Radiangames
app_274470,CA-2A T-Type Leveling Amplifier,NA, 14 Feb 2014,Cakewalk,Cakewalk
app_274471,ProChannel Module Concrete Limiter,NA, 14 Feb 2014,Cakewalk,Cakewalk
app_274480,Drox Operative,74, 29 Nov 2012,Soldak Entertainment,Soldak Entertainment
app_274520,Darkwood,NA, 24 Jul 2014,Acid Wizard Studio,Acid Wizard Studio
app_274560,Revolution Ace,NA, 19 Mar 2014,"Laser Guided Games, LLC","Laser Guided Games, LLC"
app_274800,G8 Gate,NA, 6 May 2014,Unfiltered Audio,Unfiltered Audio
app_274880,Jet Car Stunts,57, 1 May 2014,GRIP Digital s.r.o.,GRIP Digital s.r.o.
app_274900,Murder Miners,NA, 25 Jul 2014,JForce Games,JForce Games
app_274920,FaceRig,NA, Dec 2014,Holotech Studios,Holotech Studios
app_274980,Influent,NA, 20 Mar 2014,Rob Howland,Rob Howland
app_275020,DC Universe Online  War of the Light,NA, 28 Jan 2014,Sony Online Entertainment,Sony Online Entertainment
app_275050,99 Levels to Hell Soundtrack,NA, 19 Feb 2014,Zaxis GamesB-evil,Zaxis GamesB-evil
app_275080,Post Master,NA, 7 Mar 2014,Excalibur,Excalibur
app_275170,US Diesel Locomotives - Set 2,NA, 9 Jun 2014,"TREND, Soft Pro","TREND, Soft Pro"
app_275171,"Modelset 1 - Railstation, Houses, Barn",NA, 9 Jun 2014,"Trend, Soft-Pro","Trend, Soft-Pro"
app_275290,Graviteam Tactics: Operation Star,NA, 22 Mar 2012,Graviteam,Graviteam
app_275310,Victorian Admirals,NA, 1 Feb 2012,Totem Games,Totem Games
app_275330,Anmynor Puzzles,NA, 20 Mar 2014,Pyxel Arts,Pyxel Arts
app_275350,Sentinel 3: Homeworld,NA, 26 Nov 2010,Origin8,Origin8
app_275390,Guacamelee! Super Turbo Championship Edition,87, 21 Aug 2014,DrinkBox Studios,DrinkBox Studios
app_275470,Chip,NA, 25 Apr 2014,Coatsink,Coatsink
app_275490,Canyon Capers,NA, 25 Apr 2014,Crazy Moo Games,Crazy Moo Games
app_275510,Z Steel Soldiers,NA, 1 Aug 2014,TickTock Games,TickTock Games
app_275530,Z,NA, 4 Jul 2014,TickTock Games,TickTock Games
app_275570,Summoner,78, 19 Mar 2001,Volition,Volition
app_275610,"Warhammer 40,000: Kill Team",NA, 22 May 2014,Nomad Games,null
app_275670,Space Run,75, 13 Jun 2014,Passtech Games,Passtech Games
app_275810,7 Wonders of the Ancient World,NA, 18 Feb 2014,MumboJumbo,MumboJumbo
app_275830,7 Wonders: Magical Mystery Tour,NA, 18 Feb 2014,MumboJumbo,MumboJumbo
app_27600,Mevo and The Grooveriders,NA, 19 Mar 2009,Red Rocket Games,Red Rocket Games
app_276050,Villagers and Heroes: Hero of Stormhold Pack,NA, 17 Apr 2014,Mad Otter Games,Mad Otter Games
app_276051,Villagers and Heroes: Hero of the Elders Pack,NA, 17 Apr 2014,Mad Otter Games,Mad Otter Games
app_276190,Red Faction Armageddon Soundtrack,NA, 7 Feb 2014,Volition,Volition
app_276210,Darksiders II Soundtrack,NA, 7 Feb 2014,Vigil Games,Vigil Games
app_276220,My Best Friends - Cats & Dogs,NA, 27 Mar 2014,Sproing,Sproing
app_276300,My Riding Stables,NA, 28 Mar 2014,Radon Labs GmbH,Radon Labs GmbH
app_276340,My Riding Stables: Life with Horses,NA, 27 Mar 2014,Sproing,Sproing
app_276360,Riding Star,NA, 27 Mar 2014,Sproing,Sproing
app_276380,My Pet Hotel,NA, 27 Mar 2014,Independent Arts Software,Independent Arts Software
app_276430,My Pet Hotel 2,NA, 27 Mar 2014,Independent Arts Software,Independent Arts Software
app_276440,Kingdom Tales,NA, 13 Feb 2014,Cateia Games,Cateia Games
